WPM,Accuracy
88.3057373095876,0.9921875
77.382091286779,0.982035928143713
91.8434381603941,0.988847583643123
90.6354689975295,1.0
82.9181179454542,0.98744769874477
89.4717158547794,1.0
81.6398878407423,0.986547085201794
76.7638271281643,1.0
85.8417298254337,0.991573033707865
87.787957493857,0.992156862745098
104.692403562842,0.993710691823899
91.4554735632137,0.996078431372549
89.998141650698,0.985714285714286
94.7905281148346,0.986754966887417
83.9797816559663,0.983471074380165
79.4212680902823,0.982978723404255
90.4401126341927,0.988165680473373
87.4224806355867,1.0
67.3171932181464,0.974576271186441
61.0895015391269,0.994011976047904
99.5197308246633,0.990783410138249
93.7816827703899,1.0
95.0266942037006,0.991596638655462
91.8835057005653,0.994285714285714
96.8148858833089,0.987603305785124
93.9618922608228,0.995744680851064
84.3020527032414,0.991228070175439
73.305258669312,0.97737556561086
87.0481771886086,0.994652406417112
81.5531745306148,0.990243902439024
76.5505299533529,0.989071038251366
66.7090735994259,0.977142857142857
76.0421703949673,0.990476190476191
84.5434646178289,0.988
87.1773484863388,0.995169082125604
96.4396538251763,0.997118155619596
80.4169504556056,0.986547085201794
86.3149501151022,0.993031358885017
62.6488434734316,0.973262032085562
97.7970703291349,0.996031746031746
84.6597026806724,0.995169082125604
93.4568493823385,0.988188976377953
76.3757349967579,0.972549019607843
100.784299382609,1.0
88.6151294909377,1.0
92.5631870503226,1.0
75.5334454636595,0.986013986013986
84.0396759651601,0.980392156862745
87.1446104611854,0.992619926199262
108.377867139952,1.0
94.8910072094028,1.0
86.7469645112672,1.0
74.6716258523235,0.994535519125683
87.7977463208643,0.995049504950495
98.3950438516304,0.995934959349594
86.1570256176967,0.994652406417112
87.5232984411224,0.989228007181329
82.0148483660047,0.989547038327526
84.695841525839,0.993865030674847
84.054304335612,0.98695652173913
91.8661410378302,1.0
91.6064607321267,0.987903225806452
96.073421098544,0.994011976047904
98.399071915797,1.0
91.3610475380183,1.0
100.248432920102,0.995515695067265
87.7717075810619,0.988571428571429
81.1621337199457,0.985507246376812
84.6831166067687,1.0
109.836493880308,1.0
80.9133362845037,0.986013986013986
100.939579427024,0.995670995670996
95.9271380402333,0.986111111111111
83.427168706154,0.991189427312775
74.3782446831971,0.962616822429907
87.6244825198805,0.986301369863014
96.7619954607641,0.995348837209302
88.5164711761013,0.994871794871795
91.2262426657338,0.993377483443709
94.6405144103566,1.0
92.2617194466833,0.984
94.8977434369981,0.993730407523511
93.3781434438462,0.983805668016194
80.2676245149232,0.98159509202454
102.356640754148,0.993031358885017
86.0573302395616,0.986547085201794
97.7932786061854,0.990384615384615
72.1097051568859,0.988023952095808
95.8663286864722,0.99622641509434
86.7237103070752,0.984924623115578
88.5546836415387,0.990243902439024
89.0916656671697,0.994871794871795
97.9772766201165,1.0
75.6909140482118,0.993548387096774
88.1891129295503,0.988549618320611
78.2921647385308,0.987421383647799
92.8512187967971,0.991228070175439
92.9289501768524,1.0
84.4106482548107,0.990950226244344
90.7932127075728,0.987096774193548
95.586953102715,0.995951417004049
83.3306424332071,0.990521327014218
109.478887669978,0.992565055762082
95.7729437506263,0.991341991341991
73.7694664745517,0.990521327014218
77.2656120525423,0.979020979020979
91.4337479003924,0.991803278688525
89.9734787072306,0.98974358974359
84.8539810774906,0.982300884955752
78.5919275453674,0.988593155893536
110.677383766721,1.0
97.8414023553282,1.0
106.497068559741,0.995475113122172
97.010342863463,1.0
94.5183216702391,0.988505747126437
94.3884214637258,0.995515695067265
92.4141070665673,0.991666666666667
84.915186326138,0.981042654028436
85.8528394929596,0.984313725490196
84.3706775596811,0.978181818181818
92.059263688074,0.986725663716814
76.2863324972604,0.977973568281938
