1222472418 748 0 0 0
1222472542 2574 0 0 0
1222472739 2595 0 0 0
1222472755 2648 0 0 0
1222472815 2665 0 0 0
1222696657 2750 0 0 0
1223054609 2770 0 0 0
1223141362 2796 0 0 0
1223141489 2817 0 0 0
1223141505 2827 0 0 0
1223553088 2850 0 0 0
1223577003 2852 0 0 0
1224203379 2866 0 0 0
1224203465 2900 0 0 0
1224203508 2920 0 0 0
1224975916 2935 0 0 0
1226280320 2991 0 0 0
1227555274 3024 0 0 0
1228080297 3123 0 0 0
1228345722 3138 0 0 0
1228345756 3155 0 0 0
1228345794 3208 0 0 0
1228351018 3212 0 0 0
1229285832 3216 0 0 0
1229666920 3246 0 0 0
1230000855 3268 0 0 0
1230442040 3300 0 0 0
1230446705 3314 0 0 0
1230587997 3334 0 0 0
1231549755 3589 0 0 0
1231553462 3616 0 0 0
1231737841 3738 0 0 0
1231806516 3828 0 0 0
1231988161 3897 0 0 0
1231993381 3979 0 0 0
1232078373 4000 0 0 0
1232078771 4032 0 0 0
1232078783 4068 0 0 0
1232078923 4068 0 37 0
1232078952 4068 0 161 0
1232078953 4068 0 471 0
1232078954 4068 0 1178 0
1232078955 4068 0 1314 0
1232079421 4068 0 1615 0
1232079422 4068 0 1842 0
1232079423 4068 0 2597 0
1232079424 4068 0 2628 0
1232079779 4068 0 4512 0
1232079780 4068 0 4628 0
1232079782 4068 0 4681 0
1232079939 4068 0 4696 0
1232079940 4068 0 6681 0
1232079941 4068 0 6734 0
1232079995 4068 5 6734 0
1232080055 4068 9 6734 0
1232080117 4068 9 6734 0
1232080153 4457 9 6734 0
1232080285 4457 9 6734 0
1232081656 4457 22 6734 0
1232165322 4496 22 6734 0
1232165369 4496 23 6734 0
1232210687 4496 60 6734 0
1232244101 4496 61 6734 0
1232248519 4496 62 6734 0
1232305646 4496 64 6734 0
1232306137 4496 67 6734 0
1232306435 4496 70 6734 0
1232306750 4496 73 6734 0
1232306937 4496 81 6734 0
1232307130 4496 82 6734 0
1232313200 4499 82 6734 0
1232313271 4499 94 6734 0
1232313409 4499 121 6734 0
1232313987 4501 121 6734 0
1232314032 5163 121 6734 0
1232314904 5163 122 6734 0
1232315146 5163 127 6734 0
1232321024 5163 146 6734 0
1232325108 5163 161 6734 0
1232325725 5163 168 6734 0
1232327247 5163 188 6734 0
1232330292 5390 192 6734 0
1232416585 5538 192 6734 0
1232416807 5538 192 6734 0
1232416823 5689 192 6734 0
1232416929 5689 195 6734 0
1232417186 5689 196 6734 0
1232417234 5689 197 6734 0
1232419386 5689 208 6734 0
1232419442 5689 212 6734 0
1232425019 5689 217 6734 0
1232426109 5689 227 6734 0
1232462707 5689 228 6734 0
1232462887 5689 229 6734 0
1232463284 5811 229 6734 0
1232463332 5811 231 6734 0
1232464513 5811 237 6734 0
1232464695 5811 238 6734 0
1232466330 5811 239 6734 0
1232466491 5811 240 6734 0
1232470655 5811 247 6734 0
1232553052 5829 247 6734 0
1232562224 5829 256 6734 0
1232585559 5829 282 6734 0
1232588394 5829 286 6734 0
1232595216 5829 293 6734 0
1232645431 5829 294 6734 0
1232659390 5829 295 6734 0
1232772735 5829 295 6734 0
1232934931 5829 295 6734 0
1232936692 5829 296 6734 0
1232937746 5829 297 6734 0
1232939942 5829 298 6734 0
1232942520 5829 299 6734 0
1232994267 5831 299 6734 0
1232994347 5831 299 6734 0
1232994369 5889 299 6734 0
1233006039 5889 299 6734 0
1233033123 5898 299 6734 0
1233033278 5911 299 6734 0
1233075657 5911 337 6734 0
1233075719 5911 338 6734 0
1233076272 5911 357 6734 0
1233079043 5911 368 6734 0
1233079603 5911 370 6734 0
1233079882 5911 428 6734 0
1233079923 5958 428 6734 0
1233080037 6006 428 6734 0
1233080739 6006 462 6734 0
1233088529 6006 465 6734 0
1233337376 6006 465 6734 0
1233346292 6006 466 6734 0
1233348104 6006 467 6734 0
1233348353 6006 468 6734 0
1233348400 6006 469 6734 0
1233350076 6006 471 6734 0
1233350489 6006 472 6734 0
1233501737 6006 472 6734 0
1233526070 6039 472 6734 0
1233526147 6039 476 6734 0
1233526174 6039 478 6734 0
